station,QICode,alpha,beta,CC,usgsdarea,model_basin_area,clay_pct,sand_pct,silt_pct,bedrock,density,frags,imperv,population,precip,rr,relief,temp
5426067,0,2.59558,0.490767,0.907419,92.9806,81.2648,20.5017,35.31,44.2414,2428.42,1292.82,3.43428,20.6413,181.546,68.4619,0.00376873,24.2632,7.70532
5426070,0,4.08746,0.638938,0.952237,116.29,96.4431,20.8186,35.2241,44.0113,2471.23,1307.01,3.26415,22.2597,212.739,68.4096,0.00337194,23.1542,7.71856
5426086,0,3.38548,0.807381,0.839835,148.665,159.883,19.6959,38.2278,42.0018,2424.43,1291.56,3.13587,12.4656,116.941,68.4053,0.0014962,16.5283,7.64413
5426250,0,3.75385,0.371372,0.825821,315.978,289.752,19.6487,36.8928,43.4634,2597.11,1308.97,3.00496,8.46242,75.1668,67.7233,0.00181761,17.9811,7.44689
5427085,0,54.3559,0.238855,0.893348,5801.57,5713.24,20.3403,30.7016,48.959,2635.48,1337.4,1.19743,4.15845,33.45,67.5908,0.00146478,14.7965,7.58889
5427570,5,12.8934,0.673649,0.978155,6811.67,6767.53,20.2314,30.4212,49.347,2600.93,1342.94,1.14333,4.23993,34.286,67.8315,0.00144976,14.6504,7.63455
5427718,0,2.47118,0.751247,0.912872,190.623,209.197,20.4615,26.3811,53.218,2489.3,1361.35,0.468048,6.14177,41.3371,67.1032,0.00192022,14.0482,7.46988
5427850,0,18.0202,0.149662,0.447998,295.259,330.439,20.2902,27.9919,51.7812,2532.93,1367.01,0.648512,12.8367,92.6322,67.0749,0.00175421,14.3831,7.53435
5427943,0,3.20726,0.587373,0.875,24.8898,26.765,19.1249,22.4421,58.3996,1742.64,1294.16,2.35841,5.06228,39.3436,68.118,0.00304642,21.4584,7.41098
54279449,0,0.867464,0.534704,1,11.6031,12.4994,18.7321,23.3571,57.9286,1538.35,1281.16,3.10715,7.24758,12.9999,68.0491,0.00302615,18.2552,7.52991
5427948,0,2.96637,0.489505,0.939936,47.3968,56.2228,19.6666,25.4138,54.9315,2137.52,1332.87,2.28982,22.698,113.22,67.8489,0.00420537,22.8173,7.48328
5427965,0,NaN,NaN,NaN,8.5211,8.93455,21.8,33.6252,44.6499,2458.51,1386.22,1.99998,60.5227,965.281,68.1458,0.00205039,13.1431,7.51333
5428500,0,15.6254,0.211208,0.678133,608.647,661.379,20.0378,28.6827,51.3191,2392.44,1345.62,1.42298,17.149,160.506,67.169,0.002183,18.1661,7.54046
5429500,0,8.19431,0.370534,0.739793,846.926,829.337,20.2165,29.5889,50.2342,2396.17,1349.1,1.60763,21.3379,298.846,67.2118,0.00211842,18.2186,7.57852
5429700,0,20.1882,0.076947,0.112596,1054.13,1014.52,20.0675,29.4014,50.5645,2365.61,1349.04,1.57448,18.6699,261.352,67.4131,0.00204189,18.1001,7.61441
5430095,0,2.67118,1.15478,0.5,108.52,109.208,19.8052,25.9515,54.2659,2193.83,1384.56,0.56351,6.30557,73.1574,68.9543,0.0017546,15.8004,7.65273
5430150,0,3.3449,0.542421,0.51898,213.933,214.068,19.9991,25.3898,54.6424,2217.55,1395.02,0.438221,4.66479,40.4991,69.1973,0.00148546,15.1266,7.71735
5430175,0,3.53942,0.700834,0.929958,1341.61,1294.01,20.0306,28.5002,51.4989,2338.56,1359.08,1.32855,15.5348,212.103,67.8029,0.00190983,17.7638,7.6441
5430446,0,2.53366,0.677834,0.76758,24.1387,22.5072,20.1101,27.9003,51.9196,2433.09,1420.86,1.39,2.80141,6.12003,71.7867,0.00295256,16.9848,8.08384
5430500,5,8.52214,0.59814,0.97435,8650.56,8513.36,20.2414,29.9754,49.7892,2553.81,1349.7,1.1485,6.23431,65.0867,67.9878,0.00153122,15.2596,7.65265
5430540,0,2.84776,0.807829,0.772727,36.0008,35.049,21.3976,22.0191,56.6154,2744.16,1437.08,0.865368,2.61683,3.51292,71.1747,0.00230787,13.7386,7.90407
5431014,0,2.51238,0.77251,0.955713,23.2063,24.3222,20.4353,24.3423,55.1854,2818.5,1391.27,1.12035,4.83325,10.8881,74.4776,0.0016229,9.13118,8.09453
54310157,0,2.31417,0.605353,0.851394,11.2405,12.5871,20.875,24.3394,54.8391,2799.26,1395.63,1.05355,7.29705,20.7868,73.3333,0.00177085,8.88108,8.02932
5431016,0,4.17154,0.675307,0.874329,43.5118,43.1624,21.3332,26.7703,51.7871,2884.19,1417.81,1.15105,9.16281,148.512,74.188,0.00192891,10.9631,8.04545
5431017,0,6.63498,0.912035,0.357285,56.4617,56.6553,21.0474,27.0632,51.8219,2817.85,1410.03,1.19052,8.77388,126.624,74.1171,0.00227144,12.9684,8.0562
5431018,0,2.63947,0.818759,0.901955,25.874,29.7149,20.6516,24.3555,55.0686,2765.63,1406.94,0.954539,3.0846,7.15019,73.7886,0.00160644,8.70289,8.1
5431022,5,2.38877,0.751014,0.974753,109.038,109.756,20.7339,28.0645,51.2201,2723.04,1380.87,1.9874,8.7276,107.743,74.075,0.00179356,12.1671,8.0724
5431032,5,2.6881,0.666906,0.828485,215.746,218.515,20.4911,27.2665,52.2815,2686.47,1375.83,1.68715,6.98473,83.4636,73.3796,0.00163254,11.206,8.04252
5431486,0,3.93992,0.535583,0.761919,515.408,513.763,20.8455,25.3014,53.8496,2766.5,1394.36,1.24761,4.66528,39.5446,73.1955,0.00121116,11.0728,8.05989
5432055,0,1.90079,0.584267,0.794391,42.4758,34.9079,21.9616,18.4424,59.5255,1622.6,1385.26,1.28848,1.74256,11.3107,71.9482,0.00165357,11.974,7.37822
54322653,0,NaN,NaN,NaN,2.1238,2.68695,22.4167,22,55.6666,1701,1342.83,1.41668,1.73383,2.99962,72.5903,0.00381347,11.8641,7.2382
54322655,0,NaN,NaN,NaN,2.9008,3.57912,22.5,26.125,51.6251,1717.38,1392.06,1.3125,10.9311,459.741,72.1719,0.00206649,7.63312,7.13542
5432500,0,2.15445,0.915447,0.967795,707.067,704.771,21.4705,20.8294,57.6918,1609.96,1364.28,1.72554,2.02364,13.7012,72.1339,0.00218282,22.4446,7.62814
5432695,0,2.15485,0.62943,0.759131,49.2098,48.3078,21.7868,23.6433,54.4866,1689.45,1353.81,1.42582,2.16912,13.0129,71.0551,0.00287659,24.6241,7.30741
5432927,0,3.21209,0.522735,0.560065,49.9868,52.073,20.6548,22.5084,56.8455,1560.97,1346.54,2.08189,1.29729,2.53428,71.9597,0.00253183,17.1109,7.6292
5433000,0,4.21081,0.740474,0.930991,572.387,607.185,20.8247,23.6696,55.4854,1553.39,1327.14,1.83867,1.69578,11.3629,71.2929,0.00282057,27.6877,7.43765
5433600,0,1.21893,0.590444,0.903081,9.4017,9.86509,22.0682,22.5,55.4773,1971.22,1364.86,1.29548,1.1892,9.18164,72.0114,0.00138094,8.61391,7.4411
5434500,0,6.50366,0.707972,0.985476,2678.05,2662.57,21.1457,21.586,57.2781,1707.9,1355.73,1.71759,1.75081,8.24309,72.0562,0.00232534,24.002,7.66235
5435500,0,7.68864,0.690361,0.931885,3434.32,3373.49,21.1418,21.5264,57.3377,1831.29,1364.2,1.49787,2.01656,13.6224,72.2217,0.00223311,23.5163,7.73164
54359315,0,0.960505,0.678428,0.986061,3.885,4.46822,20.35,28.1999,51.3001,2094.59,1365.8,1.40003,31.1431,181.805,69.0125,0.00381311,13.9871,7.41792
5435934,0,5.22286,0.58367,0.949696,29.0079,28.6311,20.0079,22.1791,57.8755,2238.41,1381.07,0.515629,6.62546,11.2808,68.944,0.00230783,12.8608,7.56817
5435935,0,4.99868,0.407606,0.993058,30.5619,30.3944,20.9265,30.7127,48.2064,2284.07,1383.13,1.48514,32.6716,438.306,68.5704,0.0017684,12.7263,7.52593
5435943,0,2.50159,0.555303,0.905483,52.5768,52.6516,19.5634,24.9798,55.4526,2130.43,1329.35,2.22045,20.304,71.806,67.8662,0.00404602,21.7819,7.47783
5436500,0,4.91319,0.702096,0.976598,1354.56,1318.81,20.0847,24.5329,55.3578,1905.69,1378.6,1.07353,3.97053,31.3924,70.3834,0.00247157,21.5555,7.67942
5437050,0,7.8675,0.675985,0.976588,6620.01,6543.29,20.9548,22.1106,56.9232,2018.37,1382.27,1.20002,2.50655,17.2413,72.1417,0.00220237,22.6088,7.83511
5437500,0,7.42093,0.663783,0.975701,16480.1,16315.1,20.5784,26.6087,52.8128,2341.33,1367.95,1.1534,4.74767,44.9283,69.9974,0.00180024,18.2824,7.76022
5437695,0,2.58622,0.659886,0.904794,34.7058,35.2359,20.4937,25.9429,53.5571,2719.93,1397.25,1.25647,10.6323,64.6087,74.6737,0.000604287,5.6395,8.26528
5438137,0,1.90758,0.791231,0.930718,11.5513,11.7923,23.9808,25.4808,50.6731,2897.26,1430.42,1.59623,35.4367,316.353,76.9503,0.00229484,13.4893,8.55257
5438283,0,1.51694,0.673553,0.792963,24.8121,25.167,22.2949,24.3214,53.4462,3103.02,1412.93,0.48198,1.99162,2.07132,72.2574,0.000858697,6.97783,7.94741
5438500,0,5.80595,0.493125,0.624303,1393.41,1534.16,21.2206,27.9607,50.8258,2743.48,1433.48,0.769497,5.3195,48.3985,75.6006,0.00148441,14.4152,8.39641
5439000,0,3.06097,0.697277,0.976065,201.242,203.037,24.6291,20.499,54.8978,3012.4,1447.64,0.503324,7.47464,126.999,77.3565,0.000876635,6.69991,8.58859
5439500,0,3.59438,0.7654,0.901023,1002.33,994.856,23.4212,22.7631,53.8322,2910,1450.94,0.40405,5.52485,63.6899,76.8269,0.0010226,10.1007,8.57114
5440000,0,5.89475,0.630257,0.937526,2846.4,2762.48,22.07,26.0065,51.9376,2785.87,1439.93,0.63574,6.13254,60.2507,76.0169,0.00130878,13.2075,8.46379
5440700,0,29.7743,0.469155,0.965423,20694,20302.4,20.8724,26.3635,52.7653,2421.28,1381.51,1.06656,5.41734,52.3809,71.1497,0.00170801,17.5797,7.89934
5443500,0,10.122,0.591095,0.883109,22670.2,22356.4,20.9312,25.9143,53.1508,2460.01,1386.06,1.05955,5.23568,50.2057,71.5854,0.00167728,17.6296,7.96749
5444000,0,3.25406,0.669084,0.926682,378.138,379.682,22.1853,11.6626,65.9936,2891.28,1414.53,0.780446,1.56977,9.23303,75.7349,0.00159131,16.1999,8.47252
5446500,5,8.51921,0.692217,0.924798,24731.8,24302.3,20.9641,25.2511,53.774,2484.3,1389.4,1.00249,4.96285,46.8736,71.9386,0.00163661,17.6228,8.04614
5447500,0,5.80967,0.648219,0.969811,2597.76,2619.14,22.6765,20.4625,56.8043,3081.44,1456.31,0.270473,1.61688,5.73353,76.4317,0.00119987,14.9418,9.28992
5448000,0,2.70928,0.738675,0.94687,161.615,138.135,25.0279,14.809,60.1151,2939.22,1486.02,0.0562968,27.2955,229.743,73.6664,0.000695494,8.15834,9.78526
5449000,0,4.23214,0.659947,0.91089,344.468,339.343,22.6079,38.0741,39.2668,2841.52,1420,0.713962,2.05518,4.78839,67.263,0.000557566,4.9974,7.46948
5449500,0,5.70373,0.669715,0.958692,1111.1,1100.78,23.1376,37.5397,39.3062,3049.64,1419.85,0.840604,1.45023,3.83448,67.3594,0.000729785,6.99639,7.53258
5451080,0,3.04218,0.701541,0.919813,31.0799,26.9962,26.9834,34.5248,38.5751,3323.99,1431.44,1.75033,0.362402,0.599923,68.941,0.000462259,3.48942,7.77953
5451210,0,3.30749,0.66989,0.970955,580.157,559.572,24.4962,33.464,42.0184,3104.24,1459.21,2.13241,0.972375,1.54504,70.4067,0.000692838,7.78398,8.03077
5451500,0,4.15458,0.745318,0.958759,3967.86,3961.15,24.1927,32.2264,43.5556,3284.73,1443.59,0.958831,1.36641,4.63608,69.6862,0.000877339,10.1326,7.88383
5451700,0,3.39786,0.745604,0.946019,305.619,311.91,25.9041,17.8976,56.2086,4572.61,1492.57,0.0626795,2.01438,11.384,72.261,0.000707484,8.83281,8.39948
5451900,0,2.69351,0.762591,0.971333,145.298,146.764,27.3119,16.688,56.0498,5196.36,1515.76,0.076064,1.92825,27.0361,74.1837,0.00108459,8.05413,8.45631
5452000,0,3.15891,0.81617,0.952658,520.588,518.949,24.8423,23.6923,51.5392,4940.24,1461.19,0.517108,1.53297,2.73782,73.2204,0.00120791,10.619,8.42616
5452200,0,2.64086,0.760711,0.980228,183.63,184.782,26.1616,17.3481,56.5026,5271.66,1490.14,0.300458,0.857493,1.3005,73.7032,0.00116857,11.8123,8.47159
5453000,0,3.01412,0.727239,0.985373,489.508,490.681,26.6099,18.5016,54.961,5101.88,1505.04,0.0938608,1.96999,13.5404,74.253,0.00119919,12.2551,8.6923
5453100,0,5.60254,0.721753,0.962093,7236.43,7225.05,24.5496,27.3228,48.1273,3882.87,1458.83,0.672764,1.65212,7.97002,71.2958,0.0011218,12.7058,8.17417
5453520,6,9.32344,0.667544,0.82745,8067.81,7998.65,24.3751,27.0658,48.5563,3831.63,1457.29,0.701261,1.83137,9.19117,71.5617,0.00120589,13.8061,8.27982
5454000,0,2.46744,0.760332,0.954861,65.5267,70.2696,22.3766,19.6076,57.8957,3422.25,1451.58,0.399357,4.852,19.6828,76.1718,0.00134774,8.7451,9.60491
5454090,0,2.27745,0.681466,0.923197,22.5329,22.8013,21.7599,19.7302,58.4899,3331.01,1424.58,0.890028,2.67396,9.20065,75.8692,0.000918238,7.61481,9.50634
5454220,0,2.84683,0.736399,0.979694,151.255,153.314,24.0954,18.4938,57.4496,4855.27,1477.27,0.0565309,2.29194,8.94062,74.3361,0.00114106,10.4578,9.20217
5454300,0,3.39001,0.696717,0.941398,254.078,253.731,23.8103,20.306,55.8963,4272.71,1474.57,0.226673,8.94445,53.9445,74.4841,0.00137809,12.7226,9.37128
5454500,6,5.52852,0.709087,0.979397,8471.85,8397.48,24.322,26.7689,48.9052,3831.79,1457.55,0.692084,2.18496,11.7389,71.7234,0.00121202,13.8341,8.33614
5455000,6,1.82639,0.664931,0.953329,7.7959,7.30975,24.3438,25.3749,50.4376,3218.4,1489.06,0.562492,32.9132,334.859,75.474,0.00197853,11.5825,9.88984
5455100,0,3.13501,0.764402,0.962709,520.588,524.44,25.1399,18.3322,56.5893,4746.34,1497.56,0.0409501,2.32325,8.48467,74.6376,0.00109006,11.9656,9.34899
5455500,0,4.1474,0.674719,0.93071,1486.65,1482.05,26.0607,18.8236,55.1354,4278.46,1497.26,0.0876066,1.16688,5.13939,74.4522,0.00121301,13.4377,9.26878
5455700,6,6.54551,0.674184,0.983454,11118.8,11041.1,24.5642,24.917,50.5211,3918.51,1465.23,0.546498,2.20629,14.6214,72.4445,0.00121943,14.1107,8.60407
5457000,0,4.66717,0.600063,0.895686,1033.41,1038.93,23.9089,29.7956,46.2774,3192.8,1355.2,0.523882,3.2268,24.2105,66.5471,0.000762811,7.66142,6.72282
5457700,0,4.83147,0.667227,0.923774,2729.85,2697.93,23.6229,30.5924,45.733,2625.29,1375.11,0.461755,2.40625,14.5991,67.7142,0.000753033,8.85526,6.94693
5458000,0,3.67066,0.603834,0.877187,792.536,789.574,22.3893,31.9214,45.6053,2576.16,1379.33,0.564163,0.985129,3.81695,69.7691,0.00111178,12.7373,7.10003
5458300,0,10.3034,0.641019,0.77633,4006.71,3971.85,23.1212,31.4956,45.322,2586.98,1382.81,0.489989,2.04605,11.3421,68.5959,0.000911645,10.8904,7.05508
5458500,0,6.32017,0.628893,0.937695,4301.97,4259.28,23.0069,31.6322,45.299,2593.93,1385.49,0.479548,2.15283,13.5341,68.8756,0.000921242,11.1026,7.09936
5458900,0,4.01766,0.764558,0.966323,2191.13,2080.49,22.7686,34.1449,43.0095,2564.18,1418.68,0.600601,1.31291,4.41091,69.9627,0.00107931,12.8313,7.70293
5459500,0,6.38394,0.519033,0.898396,1362.33,1334.04,23.5327,33.179,43.2351,2928.76,1382.75,0.324142,3.1267,13.4825,67.2572,0.000825863,8.25993,6.94603
5461390,0,3.50828,0.66691,0.986249,321.159,324.188,23.4217,33.3219,43.1917,1838.4,1420.53,0.26185,1.2959,1.41291,69.9022,0.000842632,9.39829,7.55409
5462000,0,6.07476,0.630287,0.943689,4522.12,4385.47,22.8794,34.9156,42.1328,2583.62,1405.96,0.443903,2.72987,12.3554,68.1887,0.000939271,10.3093,7.29349
5463000,0,3.75115,0.761697,0.920347,898.726,885.261,23.7232,30.0484,46.145,3274.45,1443.69,0.278447,1.40359,5.93142,70.9214,0.0011651,13.8234,7.95253
5463500,0,3.4821,0.841713,0.974093,784.766,786.511,24.7069,26.6314,48.6358,4511.92,1466.41,0.464636,2.03767,7.36457,71.7689,0.00100791,9.69928,7.95517
5464000,0,8.3241,0.566278,0.911312,13328.1,13296.2,23.0432,32.7762,44.1131,2753.32,1410.27,0.471527,2.74525,16.5306,69.3669,0.00099929,11.7819,7.42627
5464220,0,3.88254,0.640963,0.941692,774.406,786.511,24.7069,26.6314,48.6358,4511.92,1466.41,0.464636,2.03767,7.36457,71.7689,0.00100791,9.69928,7.95517
5464500,0,7.72443,0.617994,0.96296,16860.8,16383.7,23.1084,31.8359,45.0036,2896.71,1419.26,0.469486,2.87639,17.9734,69.958,0.00105305,12.3589,7.61858
5464942,0,1.59362,0.514185,0.866542,6.6822,8.2154,24.1389,16.2222,59.5834,4241.8,1468.94,0,3.32813,2.88886,76.6782,0.0014339,4.68779,9.52963
5465000,0,5.81361,0.703629,0.917103,20168.2,19605.4,23.1055,30.1506,46.702,2965.1,1426.53,0.439115,3.10003,20.4786,70.8828,0.00106553,12.911,7.89181
5465500,6,12.4229,0.607797,0.947358,32374.9,31672.2,23.6393,27.9305,48.4052,3315.28,1441.07,0.463836,2.74171,18.0322,71.5974,0.00111705,13.5215,8.21329
5466000,0,3.41595,0.707658,0.973305,401.448,391.7,26.0772,7.23883,66.5443,3536.68,1465.43,0.0152488,1.74072,4.00105,77.324,0.00111572,9.85861,9.71997
5466500,0,3.72551,0.761979,0.980158,1152.54,1139.85,24.7071,8.9968,66.1741,3410.39,1456.33,0.0556346,1.69896,5.82812,76.3312,0.00112622,11.8103,9.83352
5467000,0,3.93754,0.731834,0.963041,450.658,443.677,24.1739,9.00416,66.7157,3356.64,1451.81,0.0363139,1.35092,5.71791,75.9856,0.000813289,11.103,9.95727
5469000,0,4.67359,0.661087,0.951452,1118.87,1090.35,24.519,6.51496,68.8796,3273.69,1457.98,0.0239113,3.29962,27.0616,76.6224,0.000764062,10.1944,10.0797
5470000,0,3.38153,0.661109,0.91574,815.846,819.533,25.8546,32.5364,41.6746,3257.59,1491.53,1.59968,2.20451,10.7533,69.7404,0.000955572,11.0456,8.34647
5470500,0,3.5407,0.662024,0.960808,528.358,531.845,26.4334,30.0367,43.5708,3940.08,1516.1,0.988391,1.8282,4.21664,69.7539,0.00116229,11.4685,8.64732
5471000,0,3.54141,0.724056,0.97994,1440.03,1474.01,25.9569,31.501,42.5853,3529.52,1503.06,1.26791,3.89768,40.3135,69.7649,0.00101615,11.5976,8.49249
5471010,0,NaN,NaN,NaN,3.6519,4.5455,24.7,34.75,40.5,4590.11,1551.3,0.249992,2.424,1.20005,70.05,0.000301425,1.21945,8.83417
547101001,0,NaN,NaN,NaN,3.6519,4.5455,24.7,34.75,40.5,4590.11,1551.3,0.249992,2.424,1.20005,70.05,0.000301425,1.21945,8.83417
5471012,0,1.75277,0.664774,0.918855,25.5114,26.3802,26.0517,32.2156,41.8362,4855.95,1531.29,2.22406,2.78986,2.20691,70.1624,0.000447705,2.49381,8.85963
5471013,0,2.21626,0.609462,0.944198,38.0728,39.1104,25.5699,32.8894,41.6047,4725.75,1533.34,2.65117,3.09464,2.86037,70.1575,0.000456686,3.57249,8.85146
5471014,0,2.27191,0.606258,0.962482,45.5838,48.1166,25.3066,30.684,44.0235,4021.29,1520.74,0.136767,3.61586,12.2117,70.2984,0.00143848,11.1779,8.80008
5471040,0,2.54506,0.691048,0.952685,47.6558,49.3518,27.0603,17.7821,55.1066,3667.49,1529.27,0.0092545,2.44902,23.3793,73.9816,0.00101368,7.59824,9.2566
5471050,0,4.16522,0.727047,0.991207,2079.76,2031.34,25.7237,30.991,43.3169,3578.56,1510.42,1.01689,3.83343,34.04,69.9631,0.00133738,13.9894,8.61172
5471200,0,3.33713,0.755753,0.961497,714.837,712.194,25.4159,30.3886,44.2296,3793.08,1509.38,0.251719,2.11692,8.68069,70.8947,0.00120522,12.2917,8.49126
5471500,0,5.22902,0.692887,0.981483,4234.63,4260.1,25.8504,27.288,46.8745,3613.38,1509.33,0.556683,3.08135,22.0958,71.4307,0.00137988,15.0861,8.77993
5472500,0,3.73552,0.756307,0.976785,1890.69,1880.58,26.5586,18.7522,54.7194,3849.4,1503.94,0.0415625,1.58437,5.99425,73.7809,0.00127385,14.5843,9.05786
5473400,0,5.09721,0.645985,0.966039,1372.69,1379.2,27.0653,11.9358,60.9049,3000.07,1485.91,0.0631451,1.47571,7.42395,75.758,0.000776167,9.08159,10.2565
5473450,0,2.50988,0.637784,0.938035,150.219,146.501,27.8555,5.3692,66.5866,2774.27,1466.34,0.00157346,1.2722,7.07926,76.5023,0.000900447,7.97428,10.1645
5474000,0,5.5497,0.662172,0.940713,11168,11075.8,26.1629,19.6595,54.1583,3367.67,1493.9,0.27908,2.14811,13.0993,73.6201,0.00115467,14.5636,9.42211
5476000,0,3.33278,0.832467,0.954405,3237.49,3284.21,27.2378,30.648,42.1092,7853.87,1385.87,0.39068,1.07277,4.24416,57.3349,0.00102824,14.6637,6.61308
5476750,0,6.6196,0.534456,0.971832,5843.01,5767.73,25.9736,32.7744,41.2609,7108,1409.95,0.810646,1.13778,4.93375,59.7673,0.00100617,15.8083,7.04216
5479000,0,5.20949,0.608752,0.961432,3387.7,3501.23,25.0901,35.2769,39.6113,4862.79,1432.29,0.791914,0.898213,4.20479,63.4748,0.000609406,8.69372,7.56138
5480500,0,6.13738,0.669646,0.940235,10852.1,11108.9,25.4074,34.1387,40.4559,5822.98,1425.48,1.13519,1.17486,5.15972,62.0928,0.000803037,12.5641,7.39225
5481000,0,5.84079,0.560528,0.944137,2185.95,2137.01,24.7234,37.1597,38.0805,3338.69,1444.98,1.42568,1.30707,7.61586,66.6839,0.000724811,8.80012,7.8921
5481300,0,5.76142,0.67918,0.969707,14120.6,14086.3,25.3127,34.5258,40.1589,5289.63,1430.66,1.18073,1.29533,6.43481,63.1837,0.000787538,12.2415,7.53352
5481650,6,7.52383,0.65397,0.945344,15128.1,14853.2,25.2946,34.1921,40.5107,5192.68,1433.29,1.17594,1.35779,7.06544,63.5273,0.000813162,13.0778,7.59718
5481950,0,3.36596,0.74616,0.975616,927.216,945.953,27.0718,24.5226,48.4258,3553.61,1513.41,1.05474,2.35321,13.6118,69.1095,0.001315,12.1516,8.94255
5482000,6,16.5486,0.540677,0.847512,16174.5,16206.5,25.371,33.4844,41.1443,5056.2,1439.59,1.157,1.71005,9.22255,64.01,0.000857519,13.3589,7.71213
5482135,0,4.04266,0.672239,0.97008,603.467,534.036,25.914,28.9768,45.0979,8003.62,1457.46,0.476875,1.0855,2.7667,63.8055,0.00109458,10.5296,7.83205
5482170,0,2.76691,0.588488,0.926132,207.199,224.235,25.7093,32.0353,42.2064,7219.74,1449.39,1.06747,0.902166,2.64255,64.3586,0.000549882,6.63337,7.83384
5482300,0,3.62656,0.742788,0.945345,1812.99,1885.98,25.9965,29.2668,44.7273,7168.13,1458.29,0.511024,1.20545,7.78677,64.7966,0.000851784,9.39859,7.8989
5482500,0,3.93194,0.72562,0.983609,4193.19,4102.3,26.4216,28.2223,45.3544,5831.04,1464.92,0.416955,1.05333,5.89015,66.038,0.000866201,10.1629,8.19989
5483000,0,2.48105,0.731402,0.95309,62.1597,63.4497,27.1032,27.9393,44.9754,3994.17,1468.08,0.410586,0.0954461,0.899934,68.153,0.000373421,2.62341,8.98777
5483343,0,2.08216,0.737803,0.965711,23.8797,22.7203,29.56,7.29998,63.14,11449.3,1427.26,0,0.0603105,0.600082,67.5383,0.00161665,11.7939,8.4561
5483450,0,3.44146,0.71797,0.979589,971.245,957.806,27.5239,18.8847,53.577,4980.89,1453.47,0.0993293,1.97402,12.999,68.6356,0.00148817,14.9669,8.70734
5483600,0,4.23175,0.730109,0.928476,1139.59,1074.61,27.2045,19.3105,53.4692,4774.61,1455.76,0.180263,1.96584,13.3647,68.8036,0.00150165,15.6561,8.75285
5484000,0,5.00792,0.613441,0.955006,2574.45,2572,27.0089,18.5674,54.3878,4553.43,1466.45,0.330604,1.39594,7.30805,69.498,0.001565,18.2455,8.93974
5484500,0,5.40345,0.650516,0.967679,8912.15,8803.03,26.7593,24.7015,48.5321,4925.66,1471.3,0.417607,1.27545,6.69045,67.6813,0.00105657,13.1059,8.60541
5484650,0,4.40141,0.728654,0.983286,9140.07,9003.41,26.7243,24.6604,48.6083,4869.84,1471.65,0.422926,1.63693,10.8276,67.7291,0.00106984,13.5071,8.62506
5484800,0,2.84687,0.687144,0.951032,203.055,201.007,26.6688,21.3328,51.9949,3050.56,1509.97,0.286536,34.9807,319.098,69.59,0.00106098,10.4197,9.3239
5484900,0,5.3048,0.667555,0.985215,9388.71,9241.93,26.7102,24.5926,48.69,4819.47,1472.53,0.4248,2.57494,20.0819,67.778,0.00107482,13.5494,8.6442
5485500,6,6.43497,0.68849,0.96058,25586.5,25516,25.8518,30.2491,43.8965,4963.63,1451.65,0.891964,2.18621,15.7833,65.3894,0.000938541,13.5516,8.05426
5485605,0,3.75436,0.675354,0.966237,160.579,168.611,25.2718,31.3863,43.4176,4402.91,1536.6,0.183619,10.2722,99.8348,69.875,0.000735834,5.74428,8.98485
5485640,0,2.73837,0.719771,0.965526,240.092,243.478,25.252,30.2221,44.5709,4053.57,1535.92,0.147778,15.5985,99.2414,69.9423,0.000954903,7.61974,9.04027
5486000,0,3.82185,0.784426,0.949611,903.906,814.838,28.0689,15.557,56.333,3073.63,1505.74,0.250089,1.86317,8.71057,70.8556,0.00147526,17.8716,9.55286
5486490,0,3.76061,0.705833,0.982235,1267.54,1363.97,27.9579,15.9723,56.0274,3654.55,1482.99,0.53406,1.27457,6.53914,71.7099,0.00188872,22.2181,9.52538
5487470,0,3.46557,0.735984,0.973526,1191.39,1173.23,27.4499,15.7005,56.8345,3008.04,1471.43,0.403982,1.49227,11.2548,73.3007,0.00150456,17.3953,9.55906
5487500,6,5.63414,0.789747,0.922402,30186.3,30055,26.0433,28.399,45.5518,4689.25,1457.62,0.814452,2.47812,17.9837,66.4164,0.00103876,14.6433,8.27565
5487540,0,2.15612,0.656262,0.898076,17.5601,18.2861,27.0875,16.4003,56.4247,4151.54,1480.31,0,1.37166,1.55012,74.9209,0.000596946,6.58632,9.27688
5487550,0,2.21391,0.608683,0.93399,52.5768,53.9651,26.3091,20.8056,52.9701,3381.95,1504.62,0,1.92305,0.813598,74.6543,0.000927463,8.51376,9.36875
5487980,0,3.55823,0.745896,0.962542,862.466,881.247,27.1979,15.2248,57.5756,3365.96,1473.65,0.458573,0.98763,7.82779,76.0357,0.00148341,14.966,9.56918
5488110,6,11.3711,0.637024,0.974995,31934.6,31814.3,26.0478,27.8601,46.0866,4595.15,1458.59,0.806028,2.4282,17.5138,67.0174,0.00106503,14.9939,8.34807
5488200,0,2.86651,0.773225,0.961448,233.358,229.967,27.0732,17.514,55.3698,2394.91,1488.29,0.189857,1.10628,3.8268,82.9855,0.00124298,12.3432,9.78509
5488500,6,8.69043,0.627026,0.963218,32320.5,32192.1,26.0521,27.7585,46.1837,4568.6,1458.88,0.801329,2.42623,17.5012,67.1928,0.00106955,15.06,8.3648
5489000,0,3.38481,0.755864,0.9386,968.656,974.384,26.0976,17.6427,56.2036,2781.19,1462.29,0.685128,0.601443,2.6324,79.7686,0.00181885,15.507,9.91949
5489500,6,9.67932,0.607194,0.963839,34638.5,34487.5,26.0653,27.1183,46.8079,4435.16,1459.8,0.785332,2.35954,16.6864,67.8945,0.00110749,15.5024,8.47187
